Sl. No.,contact_name,inserted_at,pothole_duration_months,pothole_landmark_image,pothole_image,pothole_latlong,pothole_roadname,Ward,Zone
,Nithin,2021-01-13 13:43:03,No information,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/b706b9b0-b195-41b5-b8f9-67f31591a4f0,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/bd2da715-d71c-4ed0-987d-e05593085405,"12.954566955566406,77.5230712890625",1st stage 2nd phase Chandra Layout,128,West
,Nithin,2021-01-13 13:36:28,No information,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/563a793e-96dc-40ca-bb00-fdf1f56faacf,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/902d4893-264c-44b0-af8c-6931924967a5,"12.956079483032227,77.522872924804688",15 cross Chandra Layout,128,West
,Nithin,2021-01-13 13:28:05,No information,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/1acc43f3-6cf9-438a-bdfa-786a31d2db01,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/510fc606-ed70-48ab-a57b-5680a7f64a23,"12.955661773681641,77.5229721069336",15 cross Chandra Layout,128,West
,Nithin,2021-01-13 13:19:44,No,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/c5be299a-cd3c-44b2-9055-80cce8068df2,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/ac35cdda-7a29-4a05-a8cf-f53500cd5a73,"12.956876754760742,77.521354675292969",New income tax layout 2 cross,128,West
,Nithin,2021-01-13 13:10:08,No information,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/a2e5b514-bc0c-47ac-b89b-a67d811b520a,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/94a77421-95c5-4c17-8ed7-3d1f23dc0a5d,"12.957011222839355,77.520912170410156",Income tax layout,128,West
,Nithin,2021-01-13 13:05:20,No information,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/4b259cc3-db8e-4280-aca5-dfb306caf9f8,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/5708f10e-63f4-4e4a-897a-c9348c8147b8,"12.957552909851074,77.520919799804688",New income tax layout 2nd cross,128,West
,Nithin,2021-01-13 13:01:17,No information,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/383704c2-a40a-4da8-b197-19db7e9922e4,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/25a6a179-8b46-4438-8a2d-50a0d447f4da,"12.957656860351562,77.521400451660156",3 main 6th cross Jothi nagar,128,West
,Nithin,2021-01-13 12:56:32,No information,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/62438a7d-6374-47c4-b2cd-692a0abbc5e2,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/8aacadfa-001f-47e2-8f5f-2dabbb29c10d,"12.957365036010742,77.5223617553711",Jothi nagara 6th cross,128,West
,Nithin,2021-01-13 12:43:15,No information,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/0f251f87-fe69-42da-8961-ee8a07869f18,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/f9df8699-7cd9-484a-9fb7-03fac46ba55f,"12.957000732421875,77.525260925292969",9th cross Chandra Layout,128,West
,Nithin,2021-01-13 12:29:36,No information,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/04c09928-fdf3-4e32-8463-c6c2cbecc0d1,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/879f857b-45e8-4ab1-ac88-e5ac49383b12,"12.957187652587891,77.525398254394531",Arundathi nagara,128,West
,Nithin Raj,2021-01-18 11:31:26,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/7b43dac1-583f-4ed7-9262-8ede87e51a3f,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/1d779c98-b89c-4491-91be-8d8a5fd4c7ab,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/286cabc2-f298-44e4-91e8-515e8a06fa1a,"12.8332753855928,77.6672780513763",Golahalli-electronic city road,199,Rajarajeswari Nagar
,Nitish,2021-01-18 15:55:20,27,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/d88ea590-d3e8-4e7d-be3e-25332c304ec2,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/a46ee050-fed6-4e36-80e9-30fd19a0f403,"12.9170474,77.6775323",Serenity Layout,150,Mahadevapura
,Nitish,2021-01-18 15:49:11,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/00701aa8-243f-45c3-af4c-89a26e190f4b,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/48fa13dd-d082-4209-a80c-d8b97945ac75,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/0c0a3a64-2b83-4e42-bb71-e683ba124f10,"12.9170516,77.6775246",Serenity Layout,150,Mahadevapura
,Pallavii🦖,2021-01-29 15:56:08,5,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/1e45c44e-2e80-45fe-a01e-ca26db7c9b11,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/791639ef-dacd-4b8f-aaa5-89d59a333c56,"12.907518, 77.597229",13th cross,177,South
,Pallavii🦖,2021-01-29 15:53:10,4,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/e7aea0aa-ff45-4e9f-b765-b3b4852f98f8,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/75e1504d-bcb0-4f68-b857-a09270c28e86,"12.903869, 77.594461",2nd main,177,South
,Pavan Kumar S,2021-01-22 12:07:15,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/6786054e-a165-4a33-999e-60ede77f4217,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/fd4261ee-7614-4308-80a6-ede981845459,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/c0358382-f5e6-4df3-91a1-ecd6494c7b82,"12.9083217,77.5804322","11-B-cross, 30th-main, 1st-phase, JP-nagar",178,South
,Payal (Nicky),2021-01-27 14:33:36,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/3a39f233-2b58-4b44-bcea-bdaaf0b6169c,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/a375a5fd-58d3-462c-960a-481130f565b0,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/c7c17ab7-c95d-4956-a933-074c8ccdec7d,"12.965965, 77.648895",8 A Main Kodihalli,88,East
,Piyush Kumar,2021-01-19 11:36:57,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/08b8fbf7-0fd5-4210-966d-a096838c06f9,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/7683c640-ba44-443f-bf64-847cc749b5f0,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/e954d1e5-ca2b-46a5-a8a1-d79260531cf5,"12.8856258392333,77.6552581787109","Parapanna Agrahara, Kudlu",191,Bommanahalli
,Pradeep G Pillai,2021-01-20 10:41:28,24,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/1509e3a9-e6d5-4ec9-b38b-29579ea28152,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/32183d69-edf8-4c8a-a02c-2a32b11965d8,"12.8559561,77.6517757",Chikkathogur main road near Hanuman temple,192,Bommanahalli
,Pradeep G Pillai,2021-01-18 10:41:55,24,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/255e54c3-cc8b-4e67-867d-84e0b46a5c28,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/b8c0331f-1dc7-4165-9c3e-c52493e51162,"12.85469055,77.65248299",Chikkathogur main road,201,Rajarajeswari Nagar
,Pradeep G Pillai,2021-01-30 11:31:06,12,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/8f9b5fc0-33fb-413d-bf30-c7fe0b515acb,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/d44ab175-8a16-474f-b4b8-ae70cb969d27,"12.866306, 77.655284",Chikkathogur main road,192,Bommanahalli
,Pradeep Kumar S,2021-01-20 12:32:35,12,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/abbd7194-6cd3-4e5a-8504-7974fdc8aecd,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/f6d4f4e9-a114-46df-abee-b1bf0318f8be,"12.9093089,77.5300818",Rajagopal layout,184,Bommanahalli
,Pradeep Tony,2021-01-19 16:45:55,6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/8a5ef205-b2f0-4798-beca-d6c7710700f5,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/43e4624f-f6ae-4f39-a543-944fc8662c66,"11.2918156,77.5491705",GOPI ROAD,1,Yelahanka
,PRADEEP Y N,2021-01-30 16:34:16,1,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/fc63bf36-15a5-4240-b1d6-8b59d779378c,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/5c4829ea-8ade-443a-bccd-aee646bd08df,"12.962564, 77.594911",Siddiya road,110,East
,PRADEEP Y N,2021-01-30 16:24:32,2,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/fcc33edf-9528-4d9b-9b2b-531723297ad1,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/0b8824cc-7d9d-4a95-832a-9105a16c9fa1,"12.954307, 77.590541",Family court,145,South
,PRADEEP Y N,2021-01-30 16:12:58,2,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/5cdf0d19-dcf0-452d-a3e3-69c76f5b1a9a,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/11962306-3f19-42a0-acae-2ad45e3a2039,"12.954346, 77.590392",In front of FAMILY COURT,145,South
,Prahlad M,2021-01-20 08:00:18,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/8ae4ed35-eeae-4503-a729-a03a35792260,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/f36c6e41-84ba-4861-9f8f-30c4dca7b798,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/ae19a3dd-a068-47b4-8f21-9bd677101182,"12.8932068,77.6175092","Royal shelter to btm 4 the layout behind yellamma temple, Devarachikkanahalli",175,Bommanahalli
,Prakashachar,2021-01-21 14:51:27,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/cdaf57cb-d67f-4601-8433-0df48ea340d1,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/ddbd9c77-4687-48f7-9c95-30a9c40790bd,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/e57f2ee0-16f7-45de-b00d-d4de680dae52,"12.9172062,77.5407424","6th B cross, AGS Layout, Bangalore 61.",184,Bommanahalli
,Pramod Kamath,2021-01-28 20:07:59,36,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/ff302c90-e393-4172-bc17-188223b7c8c4,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/75d5e237-e645-4d95-b826-421c043efe67,"12.897385, 77.678520",Owners court east,150,Mahadevapura
,Pranaay Parekh,2021-01-16 16:20:17,8,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/dda0d90a-c454-4858-aea0-08f8de822800,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/9ffbd20f-46f6-47a4-9cb5-5140d6bbc2b4,"13.0256405,77.7591762",Hoskote Main Road,201,Rajarajeswari Nagar
,Prathibha,2021-01-29 11:45:51,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/b837905e-c9ed-4dd3-afd0-4cfa9327f688,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/db3815ee-1933-487f-8348-a2ffe673b4d1,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/a5bacbdb-e447-469d-b41a-98b3756a812d,"12.898463, 77.677177",Owners Court East Road,150,Mahadevapura
,Pronnay Bhattacharjee,2021-01-18 15:58:32,15,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/ed01accb-c5be-4591-9162-7f1614df5217,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/93a17f66-994d-4302-889a-dac39a705fb7,"12.8862247467041,77.6569595336914",Parapaana Agrahara main road,191,Bommanahalli
,Pushpa Jagadish,2021-01-20 16:28:53,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/57f4adb1-1ec3-4d3d-8b68-5e79f44f6c04,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/9236a6c8-3610-4ed9-bd11-0828b5c3ce7b,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/0f15aab7-4e96-4fff-8ec9-6b9e7b3b652b,"12.8976028,77.5264687",Behind NPS school,184,Bommanahalli
,Radhakrishna S,2021-01-16 17:06:22,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/74d6a67c-0e20-43af-abdb-1db8c071f9b4,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/04734b4e-085e-494e-81ea-0c6c54d3ba82,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/cf74bacc-28c8-4482-bcdd-89d7d2ddb2e0,"12.867355000006,77.650355450012",Basapura main road,192,Bommanahalli
,Rahul Oswal,2021-01-27 16:44:44,Land mark is behind old kino talkies,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/9d9dae3e-e2c7-455e-bd5e-e1947cce9d98,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/f283b25c-b30c-40c5-a10b-4e2e08cb52f0,"12.986700, 77.575256","1st cross nehurnagar , sheshadripuram ",94,West
,Rajashekhara Rao,2021-01-21 13:25:19,60,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/5d1ccac6-99bc-4f8d-8d79-1adb805e0470,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/d6eec6d1-3731-4d5a-bd91-b52fa9efd270,"13.0644561,77.6299001",1st A Cross,6,Yelahanka
,Rajashekhara Rao,2021-01-21 13:20:22,60,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/0c926e3e-041f-4170-bd1f-8125dd589fd9,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/88e7a4ce-f902-4460-b2fd-cfee95783b20,"13.0644756,77.6299061",1st 'A' cross,6,Yelahanka
,Rajat,2021-01-26 13:28:57,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/195223d0-341d-4da6-956c-3d644bba72a1,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/b5d2c594-c82e-4721-bcbf-ac3d075d5339,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/1f0b143b-bd7d-44ac-9fd2-bdd22b2eca5a,"12.8793328362469,77.5462745502591",3rd cross,198,Rajarajeswari Nagar
,Rajesh BG,2021-01-21 18:50:31,36,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/3e44a888-3339-425b-a11d-d3674080b908,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/abcff5ba-5aa1-4bfc-906a-57455b4aba2f,"13.0150690078735,77.5221481323242","Preethi nagar, Laggere",41,West
,Rajesh BG,2021-01-21 18:19:20,12,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/dcdad3e7-4f77-41e3-ae7b-c57d97868be3,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/6fb997d4-b3f0-4d9d-ae9a-29cf713f2cd8,"13.014136314392,77.5208740234375","Laggere main road, Preeti nagar",41,West
,Rajesh BG,2021-01-21 09:18:11,3,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/4cd181fa-15cd-451a-906c-fe231d122659,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/f53a5b75-449b-4671-bdda-c4b76fc1c0e3,"13.015718460083,77.5264739990234",Lakshmi Devi nagar bus stop,69,Rajarajeswari Nagar
,Rajesh BG,2021-01-21 09:02:18,3,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/74456437-9879-4c09-bb64-2afdc1520552,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/65cf42b8-b605-4f77-ba10-9089a5eaa7c2,"13.0143461227417,77.5309906005859",Nandini Layout- Laggere bridge,43,West
,Rajesh BG,2021-01-21 08:56:38,36,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/cefcb1df-944f-4d93-9635-651b8993905e,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/cf31a4e6-962d-42bb-8cd2-23a25e81f981,"13.0148286819458,77.5296630859375",Nandhini layout - Laggere bridge,42,West
,Rajesh BG,2021-01-20 11:28:55,12,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/1cbd5d39-8e8f-45c0-a572-59b914b8aacd,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/e3e70a90-cdbc-43a3-8f6e-cb157202c528,"13.0175676345825,77.5234146118164",Laggeri 3rd cross,42,West
,Rajesh BG,2021-01-20 11:23:31,Near bus stand,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/b9e3c3d4-3a38-4e38-bab1-157d600bd84f,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/d27cc7c4-c553-46cf-96e5-baa7f7892ea7,"13.0208597183227,77.5217742919921",Laggeri main road,41,West
,Rajesh BG,2021-01-20 10:17:55,4,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/030cd490-f52e-4972-a587-338b485e6d1d,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/7aaa7f68-96f2-4f48-975d-fa973873ab8a,"13.0157890319824,77.5235748291015","Vidhana Soudha layout circle, Laggere.",42,West
,Rajesh BG,2021-01-31 17:17:05,24,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/e39e7c0a-fb15-4ccc-9e10-ae1484d2a09b,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/ca494964-e6eb-4fa9-97f0-6ce2ec93e186,"13.015274, 77.523331","Vidhana soudha layout, 3rd cross, Laggere",69,Rajarajeswari Nagar
,Rajesh BG,2021-01-31 17:14:01,36,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/f176f4f1-91ca-47bc-addd-b829dbc53145,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/90457134-e220-4467-89f4-21dab39127c9,"13.015338, 77.522324",Sainik public school road,69,Rajarajeswari Nagar
,Rajesh BG,2021-01-31 17:00:58,48,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/6bec7a36-2b5f-445b-9530-820a6bf8a746,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/4ab56dea-30d1-448e-adb2-454272257dfe,"13.012009, 77.521286",Laggere main road near market,69,Rajarajeswari Nagar
,Rajesh BG,2021-01-31 13:49:50,24,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/5efd982e-1430-45ac-8800-4b60a8d5c748,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/695e7c6b-77ef-4a6b-abe2-fdc5b7b9ed9d,"13.020177, 77.519898",Dhugalama temple road,41,West
,Rajesh BG,2021-01-23 20:25:37,4,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/c49c2a7b-3bc7-4401-b3ba-ab90c22e4d01,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/3c9f004d-3895-41d0-982d-be538345d0a4,"13.016318, 77.522125","Parvathi nagar, MES School road, Peenya",42,West
,rajesh dg,2021-01-18 16:32:01,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/492ed31e-1d02-4206-8ea9-ab5e9650adfb,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/db712e05-2e97-4fa1-bd02-276248a19d17,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/cd6f6316-0f9f-4cf2-bc18-c2e690aace7b,"12.991269,77.594706",Cunningham crescent road,93,East
,Raji,2021-01-20 20:52:07,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/3abf5cc0-2a04-4148-9c9e-b7158f141ca9,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/f3906cac-01ab-4c0a-a1b4-9403d1654f72,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/0a3f14df-9b68-4c99-b371-e07829a2797c,"12.8733291625976,77.673355102539",Shivareddy reddy layout,191,Bommanahalli
,ramankrs,2021-01-29 07:06:34,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/8010f597-c8bb-4b4a-8322-def83f28f071,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/0ec4d957-1fc8-4350-ae17-cc24c9e11c35,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/542f06b0-eb65-494f-a839-7579b9b8dd79,"12.897348, 77.678323",Owners Court East Road,150,Mahadevapura
,ramankrs,2021-01-29 07:06:34,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/8010f597-c8bb-4b4a-8322-def83f28f071,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/0ec4d957-1fc8-4350-ae17-cc24c9e11c35,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/542f06b0-eb65-494f-a839-7579b9b8dd79,"12.897348, 77.678323",Owners Court East Road,150,Mahadevapura
,ramnath vaidyanathan,2021-01-17 12:51:46,7,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/6dbb7886-3016-4814-9a9c-694de99ceb89,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/b38d3e68-a936-4093-a137-a85aa6fc36ef,"12.8629628872465,77.5908963452742",Bannerghatta Main Road,192,Bommanahalli
,Ranjan,2021-01-20 09:25:16,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/1e8dd78e-9920-43b5-869b-73e107b1552b,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/77c15eba-13bd-4aff-a74e-932725c92894,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/4d430494-fa17-4992-9841-d991dced866f,"13.074887,77.52629",Indira canteen road abbigere,12,Yelahanka
,Rathan,2021-01-21 09:09:39,12,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/491cf92b-ed39-447f-8861-ce0aa44c600c,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/05d0ae0b-fc19-4274-8ddf-51c976c715d8,"12.9542512893676,77.5786743164062",Diagonal road,143,South
,Ravindra,2021-01-21 08:49:34,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/14825038-1e5f-407d-a415-52c4692c2286,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/4024bd90-22f6-4cca-9cec-5c12d3de1cd8,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/869444f3-269a-4e54-898d-50e3432ff73f,"13.004261,77.49633",Veene powder coating road,40,West
,Raviprakash T. Avin,2021-01-26 10:38:01,120,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/8df34a80-b824-4e51-9619-1fddde9532de,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/32c94da4-a447-43b2-b4f0-a03e425262b0,"12.873430, 77.545642",2nd main Road BCCHS Layout Vajarahalli,198,Rajarajeswari Nagar
,RavishastrySuthram,2021-01-16 14:32:43,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/f16b8b84-05cc-4c8c-af71-9c99d7ee4a4e,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/711f69fe-15a8-4e97-ab74-07e9f525c811,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/08dc942d-0b03-4a24-9966-29ba7209fb48,"12.9709349,77.5463839",Pipeline main road Vijayanagar,123,East
,Rishikesh,2021-01-16 18:58:29,12,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/2bb9076f-5380-4657-85c3-f51b6b8eaac4,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/47430c8b-785c-40cc-88ec-f8e6ac89190c,"12.8650158051352,77.6512059196829",Basapura Village Road,192,Bommanahalli
,Rohan,2021-01-20 13:47:39,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/52676734-0072-455f-851d-4525078a07bf,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/1a32060e-eeb0-4197-8b35-191cd21c6146,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/632e0364-bfe6-4cd0-8c0f-6d43479d418b,"12.9692249298095,77.5775451660156","AM Lane, Chickpet Cross",109,West
,Rohit Gulati,2021-01-28 22:17:03,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/81d12bd3-1bac-4939-8966-719999150493,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/36ea827f-106b-4bbb-8bc7-47f939f7585c,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/0adcc783-12cd-4c6e-a36a-7fb6bef8adf0,"12.897365, 77.678368",Owners Court East Main road & Century Infiniti Apartment Road,150,Mahadevapura
,S Basavaraj,2021-01-13 11:46:02,6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/fedfdad9-39a9-4ffd-b433-b5182d871b8b,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/f009ca5c-2936-4a3b-9608-1c4bf0c4c69d,"12.968255, 77.572479",MR Lane,120,East
,S Basavaraj,2021-01-13 11:32:04,12,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/4cfde31e-afa9-42cf-b6bc-37bc0fb04992,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/19c0fc99-eaba-4fc9-a125-7128a45619f3,"12.972971, 77.569862",OTC Road.,120,East
,Sadananda Rao,2021-01-31 08:21:45,24,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/4b2edd5c-70f6-44d2-aa9f-a887bb59e4fa,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/d9d199c8-763c-446e-8655-844b1073c311,,"18th Main Road,MEI Layout ,Bagalagunte, Bangalore 73",14,Yelahanka
,Sai Vinod,2021-01-19 10:25:52,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/3230e71b-5e85-44f1-a44e-69ad521171d7,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/54845c6f-f866-457c-b73f-66f3a852cd6b,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/ed9055ce-0b00-41c0-a3b5-e58862d0209d,"12.9855896,77.6091166",Sri Ramula Sannidhi Street (NARAYANA Pillai Street),91,East
,Saidarshana Jayakumar,2021-01-18 14:07:09,3,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/9de686e1-778e-4501-9017-86b8e7730311,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/def88428-9dc0-4b56-bc36-6086f17b509a,"12.9595320175548,77.7018393203616",1st Cross hemanth Nagar,85,Mahadevapura
,Sambhu Sahu,2021-01-22 11:05:50,8,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/02bca7ff-e83d-4951-9caa-6efbeeb69708,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/d6f43e43-8a54-4a28-a03e-ca4bdd790f21,"12.9273349852048,77.6694130897522",Green glan layout Ballandur,150,Mahadevapura
,Sandeep.klr,2021-01-15 08:23:30,6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/c26396ea-cd71-4566-b84a-303d30fb8c2e,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/ad3619fe-7504-40df-87a4-c0e09ff90186,"12.907464, 77.651589","27th main road, opp to United medical centre, Sector-2, HSR layout",174,Bommanahalli
,Sandeep.klr,2021-01-15 08:19:18,6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/51318e41-8c80-486a-bf8e-654fbf03d29a,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/c4f4d182-d791-428d-a522-3ae65dc1fda5,"12.907339, 77.651433","24th cross, 27th main road, Sector-2, HSR layout, Bangalore",174,Bommanahalli
